client_id,Conso moyenne (kWh/j),Volatilité (écart-type),Tendance linéaire (slope),Variation journalière moy,Ratio 1ère/2ème période,Amplitude max-min,Coefficient de variation,Jours très faible conso (<0.5 kWh),Ratio Weekend/Weekday,Volatilité Weekend vs Weekday,Autocorrélation temporelle (lag-1),Instabilité directionnelle,score_IF,label_IF
COM_EST_0023,-0.015772165574632128,0.2123325940985275,0.23943028485042253,-0.41393646394960204,0.6085912377267743,0.13166472405098145,0.9738908716267146,-0.07946148665290104,1.137857675904168,-1.1583515517223293,0.393393273427596,-0.317602515672663,0.1163802292327617,1
COM_EST_0079,0.46516822425912424,0.9212873131083285,0.9516674750118302,-0.7802262864504207,-0.08079202285858089,1.1720359427543596,1.2019462613478977,-0.07946148665290104,1.6039736014184462,-0.25443939587119174,0.8258777426230058,-0.317602515672663,0.09776358074673053,1
COM_EST_0153,0.7492882128290456,1.3700075992754386,2.7026703293512315,-1.7915337708368022,-0.6526434472009929,1.5267696491026261,1.3235064929659315,-0.07946148665290104,1.7192456853486333,-0.6757408391140863,0.8105322431714522,-0.317602515672663,0.03926277419098967,1
COM_EST_0163,0.3592528411157188,0.7883694887171339,0.30297554331367443,-0.5345848452660211,0.7935807209295043,0.884568917116691,1.2181218003950278,-0.07946148665290104,1.5398372207631157,-1.2640446233988287,0.6059940506713546,0.5728718273348017,0.10723221117055715,1
COM_EST_0224,0.6737280152802329,0.9839590102456466,-0.2535279648801757,-1.0021390986224488,1.1385229261438408,0.937356671037564,0.8264892101859973,-0.07946148665290104,1.4659546089207525,-1.2483977432630728,1.1114010386259296,-0.317602515672663,0.10109634207455742,1
COM_EST_0255,0.9414998166326171,1.528647115225318,0.09644894399368331,-1.7541026940848947,0.8657655543320218,1.767481806981807,1.1668520534841267,-0.07946148665290104,1.2084210816745846,-0.8522099150213954,-0.23109276428044723,-0.317602515672663,0.07631713911907961,1
COM_EST_0276,0.4039628588579519,0.8263275584247268,-0.11112381626608547,-1.642143669871597,0.8962447754412588,0.9753638538605923,1.172337425776688,-0.07946148665290104,1.2247411994001556,-0.919233575602388,-0.08658051430692851,-0.317602515672663,0.09186367397328193,1
COM_EST_0299,-0.3279997984522834,0.8559709744619514,-1.060532906380194,-0.40959178539804025,-3.0380246836260327,0.9141300593123798,6.0836056811793116,-0.07946148665290104,1.1917543639860972,2.0982702119511565,-2.5634637489378886,1.0181089988385341,-0.09543605067793404,-1
COM_NOR_0018,0.024703644921815014,0.32255757056867523,0.7872759094046484,-0.4323177962831285,0.5991301832836691,0.28580496549993073,1.1552106926204384,-0.07946148665290104,1.734129351025086,-0.9773813187317711,1.0588286117567116,-1.2080768586801278,0.09593809136014264,1
COM_NOR_0078,0.9439212748047732,1.5420581329504397,1.4932541711849217,-1.4426226625422294,-0.022629713393421975,1.5696031408555637,1.1821839753581072,-0.07946148665290104,1.4046416352305247,-1.0019002055803776,0.5583390351665035,0.5728718273348017,0.10256305435406954,1
COM_NOR_0101,0.8386681136476754,1.3219682776866004,-0.3969963116916162,-1.3814629567779493,0.9414540445130479,1.4389911554399175,1.0526635938818911,-0.07946148665290104,1.6542983428597606,-0.677920424533096,0.5235107111628948,-0.317602515672663,0.09856439350371976,1
COM_NOR_0108,-0.1958162765186701,0.039788377052012436,0.9455528446913628,-0.11582467410404566,-0.24940751327758026,0.024580994668639083,1.1770684271828766,-0.07946148665290104,2.209947268122679,-0.6945540747173249,1.3845785676084732,-0.317602515672663,0.07282589644459331,1
COM_NOR_0117,0.8903682523564905,1.362306151581563,0.728149779049093,-1.2801985259223392,0.5774281820379727,1.355737326398998,1.0136248011405762,-0.07946148665290104,1.7596929851031533,-1.0750512598050221,1.271522817611266,-1.2080768586801278,0.09442613136385786,1
COM_NOR_0144,0.4815097223656883,0.8865842111703355,2.0631052499898233,-1.0866932273566705,-0.4203473431051479,1.026643386240869,1.0888654760696994,-0.07946148665290104,1.7172243256923532,-0.9264261235497196,0.6562208360738466,0.5728718273348017,0.08628183061233774,1
COM_NOR_0181,0.9212318103850162,1.4794905114624641,2.509184667263408,-1.551573832373676,0.2111592447613023,1.5011298829124882,1.1326059666304298,-0.07946148665290104,1.3440542943992762,-1.0807593346828626,0.6007801573598871,-1.2080768586801278,0.09256939230820305,1
COM_NOR_0193,0.6292922510878844,1.051471154604282,-0.15740741922285156,-1.3256505476925144,1.0755221493811493,1.1910395341658737,1.0441745137355183,-0.07946148665290104,1.373333143591432,-0.4839750301148411,0.2684677110717453,0.5728718273348017,0.09766181170480176,1
COM_NOR_0212,0.16373012738060855,0.48038959197642506,0.24258680492736392,-0.9205928242700765,0.6333555264521599,0.4321024549377787,1.0926572781853943,-0.07946148665290104,1.5578001156176613,-1.114763428193458,0.1255909812250348,-0.317602515672663,0.10715151856700655,1
COM_NOR_0275,1.0567598878050322,1.6387210035457787,3.908460998743453,-1.1181085953448795,-0.2454699507265276,1.6634145206806576,1.1089169442264792,-0.07946148665290104,1.8577947704034168,-0.9725357774997441,0.9419633482880918,0.5728718273348017,0.02741687040618712,1
COM_NOR_0280,-0.19142153060953687,-0.011480454947085779,-0.1734966529864678,-0.21775751704451052,0.668576163059944,-0.036652799879573573,0.9505021905083901,-0.07946148665290104,1.4303647897530278,-0.6393625512987781,-0.4368845534483495,2.353820513349731,0.06714563729935741,1
COM_OUE_0044,0.6170779344515416,1.0613694031773804,1.5801576782175573,-1.1211164497267292,0.16826360210154923,1.0993396644976146,1.090472444023812,-0.07946148665290104,1.6295796401213531,-1.053116423285853,0.5195932930556778,-0.317602515672663,0.11691644471544643,1
COM_OUE_0052,-0.06047549420589264,0.22907542166379413,-0.7659123410271287,-0.4951485322595463,1.2112003322300793,0.21069553277823153,1.2147730518952085,-0.07946148665290104,1.7108300584966516,-1.0267879980248857,0.8175835319241712,-1.2080768586801278,0.08744397337924764,1
COM_OUE_0059,-0.06817466093559177,0.21097998981090005,1.5637618110750426,-0.14356377562554867,-0.27683001768410187,0.18324590073937766,1.1882888634905442,-0.07946148665290104,1.530943287635541,-0.9207313404234507,0.8360121053813682,0.5728718273348017,0.08036483475330053,1
COM_OUE_0077,1.0227925822851252,1.6878511619714105,1.721407442346343,-1.3657552727838451,0.7180182640669105,1.7973445934856158,1.2423752415497862,-0.07946148665290104,1.218743979632736,-0.814029049883072,0.20192190172065494,1.4633461703422666,0.07503623985403901,1
COM_OUE_0107,0.9803100384968358,1.5813187520576448,-0.9048713734429565,-1.3336714927107802,1.8161192400026167,1.5225466287889569,1.1694632054573446,-0.07946148665290104,1.5539245399214519,-0.9349862621454788,0.4935563179550012,0.5728718273348017,0.06608677457647771,1
COM_OUE_0154,0.1026250986440284,0.3905495337828417,0.5369728859318609,-0.5633265649148083,0.20959105038444273,0.3503568474374555,1.0610270768557803,-0.07946148665290104,1.5675174257249762,-0.6766673738334835,0.8650717878505819,-1.2080768586801278,0.10374264239634334,1
COM_OUE_0161,0.3165094219994904,0.7040316385121353,0.747413570147249,-0.7835683468746979,0.5069790568789814,0.7075037082506764,1.1553475079903528,-0.07946148665290104,0.9123418028753854,-1.0062640572083734,0.4851699402602103,-1.2080768586801278,0.10227271733333082,1
COM_OUE_0169,-0.2518509591378633,-0.01585916816619437,0.8314311159666861,-0.10947475929791824,0.028199862366891183,-0.04871857220434462,1.2556310173034257,-0.07946148665290104,1.7190818658989795,-0.7840463200231995,0.4479120854668068,1.4633461703422666,0.07298641200601369,1
COM_OUE_0195,-0.24448624795680424,-0.06300846361730877,0.045926585505026415,-0.28994602220890564,0.7015086154594053,-0.17812398038751348,1.010123031307165,-0.07946148665290104,1.2772788526018264,-0.6545214911793875,0.3598153977550323,-0.317602515672663,0.11125039547505877,1
COM_OUE_0206,0.07746735227530632,0.6856643882349807,-1.286323296798333,-1.286548440728467,0.009349121433523653,1.0905919795621555,1.9949559430639814,-0.07946148665290104,1.2900985055596719,2.00700853760564,-2.2533079832785483,0.5728718273348017,-0.011184811409452822,-1
COM_OUE_0223,0.75168291455731,1.3481993411243274,-0.9100119918539792,-1.7016323454237365,1.3857942231676494,1.5569340799145537,1.2815004582903748,-0.07946148665290104,1.4676471340172694,-0.572721058584155,0.5396042750571342,-1.2080768586801278,0.06965939008389888,1
COM_OUE_0298,0.2555916883701489,0.7070175666078189,-0.4309063559467759,-0.9586923131068413,1.2201787490157001,0.5464256477149839,1.3541719667087275,-0.07946148665290104,1.830017809972708,-0.991759852331166,0.8685319112299872,-2.0985512016875925,0.056093805157566956,1
COM_SUD_0028,0.5367952245559272,0.9280846159068273,0.276063955000544,-0.7407899734439453,1.027618118872944,0.9723474107793998,1.0321266480275832,-0.07946148665290104,1.2307565111831218,-1.1712460935889268,0.5726141062762401,0.5728718273348017,0.11353427529814114,1
COM_SUD_0050,-0.09311166664221178,0.13270929328335618,0.13925135623704304,-0.46039110384706,0.2997267491798279,0.16816368533341372,1.0306313733346983,-0.07946148665290104,1.1959232616473512,-0.6689940972466584,0.6592959860520339,-1.2080768586801278,0.10747029034186029,1
COM_SUD_0061,1.1074232143130625,1.7647510398360884,2.9038939749419423,-2.1678497746104544,0.12519228841624516,1.7901051300907527,1.1923109599870265,-0.07946148665290104,1.6799220994311292,-0.8404944077506641,-0.13650762043359,1.4633461703422666,0.013837546057472672,1
COM_SUD_0072,0.4307861938589029,0.7773729781220573,2.404604647799887,-0.712716665880014,-0.5421914916760916,0.7388747162950812,0.9968363033224517,-0.07946148665290104,1.231769202368897,-0.8940812588105823,0.3978484849831914,0.5728718273348017,0.07506305836130778,1
COM_SUD_0131,-0.15901278794629325,0.08201296670012208,-0.34400284891413196,-0.2892776101240497,1.1104269938672844,0.15458969146804627,1.1536477015609639,-0.07946148665290104,1.0223751221130442,-1.038278484177183,-0.43851542407308614,0.5728718273348017,0.09600619843667435,1
COM_SUD_0226,0.3308776323690772,0.6909989145948799,1.9120792922512944,-0.6706067045341172,0.160331409964905,0.7696424357232473,1.0835462358344885,-0.07946148665290104,1.3939309168714704,-0.7418030807698303,0.6992288505630637,-1.2080768586801278,0.09691348390764143,1
COM_SUD_0237,0.7885399160174696,1.3450959287814923,3.1393162609091547,-1.0643014225140115,-0.5076839823767746,1.535517334038085,1.1947417407392884,-0.07946148665290104,1.2016889870928116,-0.7461983083732491,0.8876226467053134,-2.0985512016875925,0.02641823063044746,1
COM_SUD_0239,0.682149605994995,1.1201791321842889,1.5731592222755324,-0.9399767747308863,0.4496099040320333,1.289073934304638,1.0472678464996474,-0.07946148665290104,1.0151908594733483,-0.8226711853778043,0.2528904208076818,-0.317602515672663,0.10661233796436198,1
COM_SUD_0260,0.9986515807842691,1.5507906193386478,1.851907000955962,-0.9750684091858002,0.4666267291792109,1.8296205344543777,1.0900653717272906,-0.07946148665290104,1.8994596801948385,-0.3914030354658819,0.5481393840280698,0.5728718273348017,0.07014715806785699,1
COM_SUD_0273,0.894649283379086,1.3437784563206354,-0.5497899206732473,-1.1705789440060366,0.9912098936151496,1.369612964572484,0.9768284699066695,-0.07946148665290104,2.0425092752716854,-0.9747685453374169,1.5218586268021146,-2.9890255446950573,0.011016833832814932,1
IND_CEN_0159,1.3224313083119554,1.1484907515102976,0.07476816037948912,-1.1247927161934346,0.6767999677480157,1.090591979562155,0.07573674701202442,-0.07946148665290104,1.2614119979280116,-1.1040908737254256,1.1905244635762864,-0.317602515672663,0.10732974447805099,1
IND_CEN_0177,0.8866691739885285,0.694543680581219,0.8727544730882529,-0.7641843964138886,0.3827596298754369,0.46347346298218367,-0.011866469027931648,-0.07946148665290104,1.1581469541172855,-1.4729170806113339,0.9802730557070046,0.5728718273348017,0.09327866167143001,1
IND_CEN_0198,1.6072603426449945,1.2093288348914095,0.42496151634433066,-1.463677643215177,0.5364878156824038,0.9379599596538024,-0.142649504885713,-0.07946148665290104,0.9927172405409844,-1.3283753155025215,0.6903917545017803,-2.0985512016875925,0.07773931360822794,1
IND_CEN_0202,3.0859485251824483,2.4827221912255784,0.6185554019776303,-2.0318279153423577,0.5277725984889269,2.1683670924723235,-0.11270015921333507,-0.07946148665290104,0.9073983702857598,-1.152398870502246,0.5438138450906257,1.4633461703422666,0.02564739274711214,1
IND_CEN_0217,1.8160943872159883,1.4637546731553328,0.5769073742195734,-1.54355288735541,0.3781599866603784,1.3002347737050512,-0.06086119936625155,-0.07946148665290104,0.9181444031578577,-1.4059099790079241,0.8172175532603225,-1.2080768586801278,0.09982815555666263,1
IND_CEN_0278,3.535570497441528,3.113164289203553,0.29220730053686644,-3.5842149824192764,0.6236802156032155,2.941481454182025,0.042878966040959185,-0.07946148665290104,0.7918725500837163,-1.3225495795666777,0.4357084762637897,-0.317602515672663,-0.05754351932736812,-1
IND_EST_0114,2.9256640480520772,2.4797741709691157,3.1579487479918926,-2.9475524715944044,-0.006411365310290099,2.2796738421683354,-0.017876407668120348,-0.07946148665290104,1.0996097544931118,-1.1269611301876032,0.6693015704254991,0.5728718273348017,0.015544471896350998,1
IND_EST_0167,2.2300433306570957,1.8396567451703385,2.173854011546559,-1.6698827713931008,0.3362174737955297,1.9487700361614917,-0.043999642547442916,-0.07946148665290104,1.0469929062380015,-1.403801718845716,0.9168099154344526,-0.317602515672663,0.0591769562661289,1
IND_EST_0174,2.5362775201031122,2.1812124688720345,0.3771447464930377,-2.4786613940682654,0.4890230807020037,1.9611374527943821,0.01658634716063523,-0.07946148665290104,1.238836954126642,-1.2834401244652058,0.5282915547454178,0.5728718273348017,0.05018875721448163,1
IND_EST_0179,1.7701736403876778,1.4563251704777938,0.39081698774059304,-1.6087230656288218,0.45538665356412394,1.2344763145350492,-0.027733602953383996,-0.07946148665290104,1.1186466183845314,-1.112811956766706,0.6771950581188186,-0.317602515672663,0.11629984143364253,1
IND_EST_0190,2.2396622722359907,1.7602637912473282,1.1274766246687555,-2.033833151596924,0.40916081355241335,1.6489355938909322,-0.12082017078471849,-0.07946148665290104,1.042360430955691,-1.20993132299377,0.4781648784203094,-2.0985512016875925,0.043635103588771096,1
IND_EST_0192,2.811741799074224,2.384600962878063,1.2884050368200806,-2.385752114273349,0.2855376378484235,2.5016840529441216,-0.01433420526546326,-0.07946148665290104,1.1784082647270226,-0.9835792796383407,0.9179367636401519,1.4633461703422666,0.028232415661153087,1
IND_EST_0194,1.0429067389803515,1.6832472973508028,2.0156131507750277,0.8226258930330873,-0.6771501063244822,1.8778836237534613,1.1975694571700506,-0.07946148665290104,0.16280674681525248,2.4836381513645134,-2.4082971161033795,1.4633461703422666,-0.06606008012138487,-1
IND_EST_0246,1.8962500040031185,1.5041706434201032,0.45217973803636907,-1.5161479918763348,0.5916479156073048,1.2742933632067937,-0.08905398925852412,-0.07946148665290104,1.0098179203963273,-1.3788590015317859,0.7367566863961115,1.4633461703422666,0.08218618113256981,1
IND_EST_0262,2.977625062088832,2.5836474940226624,0.9575836954988447,-2.360686661091268,0.4465143563271251,2.382232906928889,0.02338594201883385,-0.07946148665290104,1.2717609435955688,-1.2148123086985048,1.3688823550326634,-1.2080768586801278,0.01134345994787922,1
IND_EST_0271,2.036447080882154,1.734783214089198,2.2790833722830484,-1.3523870310867339,-0.040258267964153056,1.7680850955980463,0.015140119693979458,-0.07946148665290104,1.1438688314472811,-1.2815182940213523,1.2122854687186149,-1.2080768586801278,0.05643010946488869,1
