client_id,region,profile,is_fraudster,fraud_mode
RES_OUE_0068,OUEST,RESIDENTIEL,False,—
RES_EST_0069,EST,RESIDENTIEL,False,—
RES_CEN_0070,CENTRE,RESIDENTIEL,False,—
RES_NOR_0071,NORD,RESIDENTIEL,False,—
COM_SUD_0072,SUD,COMMERCIAL,False,—
AGR_CEN_0073,CENTRE,AGRICOLE,False,—
RES_NOR_0074,NORD,RESIDENTIEL,False,—
RES_SUD_0075,SUD,RESIDENTIEL,False,—
RES_OUE_0076,OUEST,RESIDENTIEL,False,—
COM_OUE_0077,OUEST,COMMERCIAL,False,—
COM_NOR_0078,NORD,COMMERCIAL,False,—
COM_EST_0079,EST,COMMERCIAL,False,—
RES_SUD_0080,SUD,RESIDENTIEL,False,—
IND_NOR_0081,NORD,INDUSTRIEL,False,—
COM_CEN_0082,CENTRE,COMMERCIAL,False,—
RES_NOR_0083,NORD,RESIDENTIEL,False,—
IND_SUD_0084,SUD,INDUSTRIEL,False,—
COM_CEN_0085,CENTRE,COMMERCIAL,False,—
RES_SUD_0086,SUD,RESIDENTIEL,False,—
AGR_EST_0087,EST,AGRICOLE,False,—
COM_CEN_0088,CENTRE,COMMERCIAL,False,—
RES_OUE_0089,OUEST,RESIDENTIEL,False,—
IND_OUE_0090,OUEST,INDUSTRIEL,False,—
IND_NOR_0091,NORD,INDUSTRIEL,False,—
RES_CEN_0092,CENTRE,RESIDENTIEL,False,—
IND_NOR_0093,NORD,INDUSTRIEL,False,—
RES_OUE_0094,OUEST,RESIDENTIEL,False,—
RES_EST_0095,EST,RESIDENTIEL,False,—
RES_OUE_0096,OUEST,RESIDENTIEL,False,—
RES_NOR_0097,NORD,RESIDENTIEL,False,—
RES_NOR_0098,NORD,RESIDENTIEL,False,—
RES_OUE_0099,OUEST,RESIDENTIEL,False,—
RES_CEN_0100,CENTRE,RESIDENTIEL,False,—
COM_NOR_0101,NORD,COMMERCIAL,False,—
RES_OUE_0102,OUEST,RESIDENTIEL,True,bypass
AGR_OUE_0103,OUEST,AGRICOLE,False,—
RES_CEN_0104,CENTRE,RESIDENTIEL,False,—
RES_EST_0105,EST,RESIDENTIEL,False,—
RES_OUE_0106,OUEST,RESIDENTIEL,False,—
COM_OUE_0107,OUEST,COMMERCIAL,False,—
COM_NOR_0108,NORD,COMMERCIAL,False,—
AGR_NOR_0109,NORD,AGRICOLE,True,bypass
RES_SUD_0110,SUD,RESIDENTIEL,False,—
RES_EST_0111,EST,RESIDENTIEL,False,—
IND_NOR_0112,NORD,INDUSTRIEL,False,—
RES_NOR_0113,NORD,RESIDENTIEL,False,—
IND_EST_0114,EST,INDUSTRIEL,False,—
AGR_EST_0115,EST,AGRICOLE,False,—
IND_SUD_0116,SUD,INDUSTRIEL,True,tamper
COM_NOR_0117,NORD,COMMERCIAL,False,—
RES_SUD_0118,SUD,RESIDENTIEL,False,—
RES_OUE_0119,OUEST,RESIDENTIEL,False,—
RES_CEN_0120,CENTRE,RESIDENTIEL,False,—
RES_CEN_0121,CENTRE,RESIDENTIEL,False,—
RES_CEN_0122,CENTRE,RESIDENTIEL,False,—
RES_SUD_0123,SUD,RESIDENTIEL,False,—
RES_SUD_0124,SUD,RESIDENTIEL,False,—
RES_OUE_0125,OUEST,RESIDENTIEL,False,—
RES_EST_0126,EST,RESIDENTIEL,False,—
COM_CEN_0127,CENTRE,COMMERCIAL,False,—
IND_OUE_0128,OUEST,INDUSTRIEL,False,—
RES_SUD_0129,SUD,RESIDENTIEL,False,—
RES_SUD_0130,SUD,RESIDENTIEL,False,—
COM_SUD_0131,SUD,COMMERCIAL,False,—
RES_SUD_0132,SUD,RESIDENTIEL,True,tamper
RES_EST_0133,EST,RESIDENTIEL,True,bypass
RES_NOR_0134,NORD,RESIDENTIEL,False,—
AGR_NOR_0135,NORD,AGRICOLE,False,—
RES_NOR_0136,NORD,RESIDENTIEL,False,—
RES_EST_0137,EST,RESIDENTIEL,False,—
RES_CEN_0138,CENTRE,RESIDENTIEL,False,—
COM_CEN_0139,CENTRE,COMMERCIAL,True,inject
AGR_EST_0140,EST,AGRICOLE,False,—
RES_OUE_0141,OUEST,RESIDENTIEL,False,—
RES_EST_0142,EST,RESIDENTIEL,False,—
IND_NOR_0143,NORD,INDUSTRIEL,False,—
COM_NOR_0144,NORD,COMMERCIAL,False,—
RES_OUE_0145,OUEST,RESIDENTIEL,False,—
RES_NOR_0146,NORD,RESIDENTIEL,False,—
RES_SUD_0147,SUD,RESIDENTIEL,False,—
RES_OUE_0148,OUEST,RESIDENTIEL,False,—
RES_EST_0149,EST,RESIDENTIEL,False,—
IND_NOR_0150,NORD,INDUSTRIEL,False,—
RES_SUD_0151,SUD,RESIDENTIEL,False,—
RES_NOR_0152,NORD,RESIDENTIEL,False,—
COM_EST_0153,EST,COMMERCIAL,False,—
COM_OUE_0154,OUEST,COMMERCIAL,False,—
RES_SUD_0155,SUD,RESIDENTIEL,False,—
IND_SUD_0156,SUD,INDUSTRIEL,False,—
RES_EST_0157,EST,RESIDENTIEL,False,—
COM_CEN_0158,CENTRE,COMMERCIAL,False,—
IND_CEN_0159,CENTRE,INDUSTRIEL,False,—
RES_OUE_0160,OUEST,RESIDENTIEL,False,—
COM_OUE_0161,OUEST,COMMERCIAL,False,—
RES_SUD_0162,SUD,RESIDENTIEL,False,—
COM_EST_0163,EST,COMMERCIAL,False,—
RES_OUE_0164,OUEST,RESIDENTIEL,False,—
AGR_EST_0165,EST,AGRICOLE,False,—
COM_CEN_0166,CENTRE,COMMERCIAL,False,—
IND_EST_0167,EST,INDUSTRIEL,False,—
IND_SUD_0168,SUD,INDUSTRIEL,False,—
COM_OUE_0169,OUEST,COMMERCIAL,False,—
AGR_CEN_0170,CENTRE,AGRICOLE,False,—
RES_CEN_0171,CENTRE,RESIDENTIEL,False,—
RES_NOR_0172,NORD,RESIDENTIEL,False,—
RES_NOR_0173,NORD,RESIDENTIEL,False,—
IND_EST_0174,EST,INDUSTRIEL,False,—
IND_OUE_0175,OUEST,INDUSTRIEL,False,—
RES_NOR_0176,NORD,RESIDENTIEL,False,—
IND_CEN_0177,CENTRE,INDUSTRIEL,False,—
RES_CEN_0178,CENTRE,RESIDENTIEL,False,—
IND_EST_0179,EST,INDUSTRIEL,False,—
COM_CEN_0180,CENTRE,COMMERCIAL,False,—
COM_NOR_0181,NORD,COMMERCIAL,False,—
RES_NOR_0182,NORD,RESIDENTIEL,False,—
RES_EST_0183,EST,RESIDENTIEL,False,—
AGR_EST_0184,EST,AGRICOLE,False,—
AGR_CEN_0185,CENTRE,AGRICOLE,False,—
IND_NOR_0186,NORD,INDUSTRIEL,False,—
RES_SUD_0187,SUD,RESIDENTIEL,False,—
AGR_NOR_0188,NORD,AGRICOLE,False,—
RES_SUD_0189,SUD,RESIDENTIEL,False,—
IND_EST_0190,EST,INDUSTRIEL,False,—
AGR_OUE_0191,OUEST,AGRICOLE,False,—
IND_EST_0192,EST,INDUSTRIEL,False,—
COM_NOR_0193,NORD,COMMERCIAL,False,—
IND_EST_0194,EST,INDUSTRIEL,True,tamper
COM_OUE_0195,OUEST,COMMERCIAL,False,—
RES_CEN_0196,CENTRE,RESIDENTIEL,False,—
AGR_CEN_0197,CENTRE,AGRICOLE,False,—
IND_CEN_0198,CENTRE,INDUSTRIEL,False,—
RES_EST_0199,EST,RESIDENTIEL,False,—
RES_CEN_0200,CENTRE,RESIDENTIEL,False,—
RES_EST_0201,EST,RESIDENTIEL,False,—
IND_CEN_0202,CENTRE,INDUSTRIEL,False,—
RES_CEN_0203,CENTRE,RESIDENTIEL,False,—
RES_EST_0204,EST,RESIDENTIEL,False,—
RES_SUD_0205,SUD,RESIDENTIEL,False,—
COM_OUE_0206,OUEST,COMMERCIAL,True,tamper
COM_CEN_0207,CENTRE,COMMERCIAL,False,—
AGR_CEN_0208,CENTRE,AGRICOLE,False,—
RES_SUD_0209,SUD,RESIDENTIEL,False,—
RES_NOR_0210,NORD,RESIDENTIEL,False,—
IND_SUD_0211,SUD,INDUSTRIEL,False,—
COM_NOR_0212,NORD,COMMERCIAL,False,—
RES_EST_0213,EST,RESIDENTIEL,False,—
RES_NOR_0214,NORD,RESIDENTIEL,False,—
RES_CEN_0215,CENTRE,RESIDENTIEL,False,—
RES_NOR_0216,NORD,RESIDENTIEL,False,—
IND_CEN_0217,CENTRE,INDUSTRIEL,False,—
RES_EST_0218,EST,RESIDENTIEL,True,inject
AGR_SUD_0219,SUD,AGRICOLE,False,—
RES_EST_0220,EST,RESIDENTIEL,False,—
RES_EST_0221,EST,RESIDENTIEL,False,—
RES_CEN_0222,CENTRE,RESIDENTIEL,False,—
COM_OUE_0223,OUEST,COMMERCIAL,False,—
COM_EST_0224,EST,COMMERCIAL,False,—
AGR_NOR_0225,NORD,AGRICOLE,False,—
COM_SUD_0226,SUD,COMMERCIAL,False,—
COM_CEN_0227,CENTRE,COMMERCIAL,False,—
AGR_EST_0228,EST,AGRICOLE,False,—
RES_NOR_0229,NORD,RESIDENTIEL,False,—
RES_OUE_0230,OUEST,RESIDENTIEL,False,—
RES_SUD_0231,SUD,RESIDENTIEL,True,bypass
RES_OUE_0232,OUEST,RESIDENTIEL,False,—
RES_EST_0233,EST,RESIDENTIEL,False,—
RES_SUD_0234,SUD,RESIDENTIEL,False,—
RES_NOR_0235,NORD,RESIDENTIEL,False,—
AGR_EST_0236,EST,AGRICOLE,False,—
COM_SUD_0237,SUD,COMMERCIAL,False,—
AGR_OUE_0238,OUEST,AGRICOLE,False,—
COM_SUD_0239,SUD,COMMERCIAL,False,—
RES_OUE_0240,OUEST,RESIDENTIEL,False,—
AGR_SUD_0241,SUD,AGRICOLE,False,—
RES_NOR_0242,NORD,RESIDENTIEL,False,—
RES_CEN_0243,CENTRE,RESIDENTIEL,False,—
RES_OUE_0244,OUEST,RESIDENTIEL,False,—
RES_EST_0245,EST,RESIDENTIEL,False,—
IND_EST_0246,EST,INDUSTRIEL,False,—
RES_CEN_0247,CENTRE,RESIDENTIEL,False,—
AGR_SUD_0248,SUD,AGRICOLE,False,—
RES_NOR_0249,NORD,RESIDENTIEL,False,—
AGR_NOR_0250,NORD,AGRICOLE,False,—
RES_NOR_0251,NORD,RESIDENTIEL,False,—
IND_NOR_0252,NORD,INDUSTRIEL,False,—
RES_OUE_0253,OUEST,RESIDENTIEL,False,—
COM_CEN_0254,CENTRE,COMMERCIAL,False,—
COM_EST_0255,EST,COMMERCIAL,False,—
IND_NOR_0256,NORD,INDUSTRIEL,False,—
RES_NOR_0257,NORD,RESIDENTIEL,False,—
RES_NOR_0258,NORD,RESIDENTIEL,False,—
RES_OUE_0259,OUEST,RESIDENTIEL,False,—
COM_SUD_0260,SUD,COMMERCIAL,False,—
RES_OUE_0261,OUEST,RESIDENTIEL,False,—
IND_EST_0262,EST,INDUSTRIEL,False,—
RES_CEN_0263,CENTRE,RESIDENTIEL,False,—
RES_OUE_0264,OUEST,RESIDENTIEL,False,—
RES_SUD_0265,SUD,RESIDENTIEL,False,—
IND_OUE_0266,OUEST,INDUSTRIEL,False,—
RES_CEN_0267,CENTRE,RESIDENTIEL,False,—
RES_NOR_0268,NORD,RESIDENTIEL,True,bypass
RES_EST_0269,EST,RESIDENTIEL,False,—
RES_EST_0270,EST,RESIDENTIEL,False,—
IND_EST_0271,EST,INDUSTRIEL,False,—
RES_EST_0272,EST,RESIDENTIEL,False,—
COM_SUD_0273,SUD,COMMERCIAL,False,—
IND_EST_0274,EST,INDUSTRIEL,False,—
COM_NOR_0275,NORD,COMMERCIAL,False,—
COM_EST_0276,EST,COMMERCIAL,False,—
RES_CEN_0277,CENTRE,RESIDENTIEL,False,—
IND_CEN_0278,CENTRE,INDUSTRIEL,False,—
RES_SUD_0279,SUD,RESIDENTIEL,False,—
COM_NOR_0280,NORD,COMMERCIAL,False,—
IND_NOR_0281,NORD,INDUSTRIEL,False,—
RES_OUE_0282,OUEST,RESIDENTIEL,False,—
RES_OUE_0283,OUEST,RESIDENTIEL,False,—
RES_EST_0284,EST,RESIDENTIEL,False,—
RES_NOR_0285,NORD,RESIDENTIEL,False,—
RES_EST_0286,EST,RESIDENTIEL,False,—
RES_CEN_0287,CENTRE,RESIDENTIEL,False,—
COM_CEN_0288,CENTRE,COMMERCIAL,False,—
RES_CEN_0289,CENTRE,RESIDENTIEL,False,—
IND_SUD_0290,SUD,INDUSTRIEL,False,—
RES_CEN_0291,CENTRE,RESIDENTIEL,False,—
RES_EST_0292,EST,RESIDENTIEL,False,—
RES_NOR_0293,NORD,RESIDENTIEL,False,—
IND_OUE_0294,OUEST,INDUSTRIEL,False,—
RES_SUD_0295,SUD,RESIDENTIEL,False,—
RES_SUD_0296,SUD,RESIDENTIEL,True,inject
RES_NOR_0297,NORD,RESIDENTIEL,False,—
COM_OUE_0298,OUEST,COMMERCIAL,False,—
COM_EST_0299,EST,COMMERCIAL,True,bypass
