timestamp,client_id,region,profile,consumption_kwh
2024-03-02,RES_OUE_0000,OUEST,RESIDENTIEL,15.0
2024-03-03,RES_OUE_0000,OUEST,RESIDENTIEL,18.59
2024-03-04,RES_OUE_0000,OUEST,RESIDENTIEL,14.98
2024-03-05,RES_OUE_0000,OUEST,RESIDENTIEL,11.39
2024-03-06,RES_OUE_0000,OUEST,RESIDENTIEL,12.03
2024-03-07,RES_OUE_0000,OUEST,RESIDENTIEL,12.64
2024-03-08,RES_OUE_0000,OUEST,RESIDENTIEL,12.91
2024-03-09,RES_OUE_0000,OUEST,RESIDENTIEL,16.13
2024-03-10,RES_OUE_0000,OUEST,RESIDENTIEL,16.89
2024-03-11,RES_OUE_0000,OUEST,RESIDENTIEL,12.37
2024-03-12,RES_OUE_0000,OUEST,RESIDENTIEL,13.99
2024-03-13,RES_OUE_0000,OUEST,RESIDENTIEL,14.85
2024-03-14,RES_OUE_0000,OUEST,RESIDENTIEL,11.95
2024-03-15,RES_OUE_0000,OUEST,RESIDENTIEL,17.66
2024-03-16,RES_OUE_0000,OUEST,RESIDENTIEL,17.13
2024-03-17,RES_OUE_0000,OUEST,RESIDENTIEL,19.34
2024-03-18,RES_OUE_0000,OUEST,RESIDENTIEL,13.61
2024-03-19,RES_OUE_0000,OUEST,RESIDENTIEL,14.31
2024-03-20,RES_OUE_0000,OUEST,RESIDENTIEL,16.73
2024-03-21,RES_OUE_0000,OUEST,RESIDENTIEL,16.49
2024-03-22,RES_OUE_0000,OUEST,RESIDENTIEL,14.3
2024-03-23,RES_OUE_0000,OUEST,RESIDENTIEL,20.22
2024-03-24,RES_OUE_0000,OUEST,RESIDENTIEL,23.53
2024-03-25,RES_OUE_0000,OUEST,RESIDENTIEL,17.75
2024-03-26,RES_OUE_0000,OUEST,RESIDENTIEL,13.48
2024-03-27,RES_OUE_0000,OUEST,RESIDENTIEL,13.96
2024-03-28,RES_OUE_0000,OUEST,RESIDENTIEL,14.8
2024-03-29,RES_OUE_0000,OUEST,RESIDENTIEL,17.11
2024-03-30,RES_OUE_0000,OUEST,RESIDENTIEL,15.17
2024-01-01,RES_NOR_0001,NORD,RESIDENTIEL,14.2
2024-01-02,RES_NOR_0001,NORD,RESIDENTIEL,16.58
2024-01-03,RES_NOR_0001,NORD,RESIDENTIEL,16.08
2024-01-04,RES_NOR_0001,NORD,RESIDENTIEL,13.67
2024-01-05,RES_NOR_0001,NORD,RESIDENTIEL,15.82
2024-01-06,RES_NOR_0001,NORD,RESIDENTIEL,17.71
2024-01-07,RES_NOR_0001,NORD,RESIDENTIEL,14.67
2024-01-08,RES_NOR_0001,NORD,RESIDENTIEL,15.66
2024-01-09,RES_NOR_0001,NORD,RESIDENTIEL,12.29
2024-01-10,RES_NOR_0001,NORD,RESIDENTIEL,13.25
2024-01-11,RES_NOR_0001,NORD,RESIDENTIEL,13.42
2024-01-12,RES_NOR_0001,NORD,RESIDENTIEL,13.14
2024-01-13,RES_NOR_0001,NORD,RESIDENTIEL,16.31
2024-01-14,RES_NOR_0001,NORD,RESIDENTIEL,17.18
2024-01-15,RES_NOR_0001,NORD,RESIDENTIEL,18.28
2024-01-16,RES_NOR_0001,NORD,RESIDENTIEL,18.78
2024-01-17,RES_NOR_0001,NORD,RESIDENTIEL,13.36
2024-01-18,RES_NOR_0001,NORD,RESIDENTIEL,14.26
2024-01-19,RES_NOR_0001,NORD,RESIDENTIEL,18.44
2024-01-20,RES_NOR_0001,NORD,RESIDENTIEL,20.19
2024-01-21,RES_NOR_0001,NORD,RESIDENTIEL,22.45
2024-01-22,RES_NOR_0001,NORD,RESIDENTIEL,14.18
2024-01-23,RES_NOR_0001,NORD,RESIDENTIEL,13.17
2024-01-24,RES_NOR_0001,NORD,RESIDENTIEL,15.54
2024-01-25,RES_NOR_0001,NORD,RESIDENTIEL,12.46
2024-01-26,RES_NOR_0001,NORD,RESIDENTIEL,14.8
2024-01-27,RES_NOR_0001,NORD,RESIDENTIEL,18.2
2024-01-28,RES_NOR_0001,NORD,RESIDENTIEL,20.89
2024-01-29,RES_NOR_0001,NORD,RESIDENTIEL,16.52
2024-01-30,RES_NOR_0001,NORD,RESIDENTIEL,15.33
2024-01-31,RES_NOR_0001,NORD,RESIDENTIEL,16.4
2024-02-01,RES_NOR_0001,NORD,RESIDENTIEL,15.49
2024-02-02,RES_NOR_0001,NORD,RESIDENTIEL,16.18
2024-02-03,RES_NOR_0001,NORD,RESIDENTIEL,24.22
2024-02-04,RES_NOR_0001,NORD,RESIDENTIEL,18.01
2024-02-05,RES_NOR_0001,NORD,RESIDENTIEL,16.76
2024-02-06,RES_NOR_0001,NORD,RESIDENTIEL,15.08
2024-02-07,RES_NOR_0001,NORD,RESIDENTIEL,18.54
2024-02-08,RES_NOR_0001,NORD,RESIDENTIEL,15.03
2024-02-09,RES_NOR_0001,NORD,RESIDENTIEL,18.41
2024-02-10,RES_NOR_0001,NORD,RESIDENTIEL,20.8
2024-02-11,RES_NOR_0001,NORD,RESIDENTIEL,18.92
2024-02-12,RES_NOR_0001,NORD,RESIDENTIEL,12.53
2024-02-13,RES_NOR_0001,NORD,RESIDENTIEL,11.57
2024-02-14,RES_NOR_0001,NORD,RESIDENTIEL,13.36
2024-02-15,RES_NOR_0001,NORD,RESIDENTIEL,14.33
2024-02-16,RES_NOR_0001,NORD,RESIDENTIEL,14.0
2024-02-17,RES_NOR_0001,NORD,RESIDENTIEL,19.04
2024-02-18,RES_NOR_0001,NORD,RESIDENTIEL,21.4
2024-02-19,RES_NOR_0001,NORD,RESIDENTIEL,12.59
2024-02-20,RES_NOR_0001,NORD,RESIDENTIEL,13.77
2024-02-21,RES_NOR_0001,NORD,RESIDENTIEL,16.72
2024-02-22,RES_NOR_0001,NORD,RESIDENTIEL,15.63
2024-02-23,RES_NOR_0001,NORD,RESIDENTIEL,17.05
2024-02-24,RES_NOR_0001,NORD,RESIDENTIEL,19.91
2024-02-25,RES_NOR_0001,NORD,RESIDENTIEL,20.86
2024-02-26,RES_NOR_0001,NORD,RESIDENTIEL,15.23
2024-02-27,RES_NOR_0001,NORD,RESIDENTIEL,21.12
2024-02-28,RES_NOR_0001,NORD,RESIDENTIEL,16.46
2024-02-29,RES_NOR_0001,NORD,RESIDENTIEL,13.43
2024-03-01,RES_NOR_0001,NORD,RESIDENTIEL,16.71
2024-03-02,RES_NOR_0001,NORD,RESIDENTIEL,20.05
2024-03-03,RES_NOR_0001,NORD,RESIDENTIEL,17.82
2024-03-04,RES_NOR_0001,NORD,RESIDENTIEL,14.68
2024-03-05,RES_NOR_0001,NORD,RESIDENTIEL,15.73
2024-03-06,RES_NOR_0001,NORD,RESIDENTIEL,13.87
2024-03-07,RES_NOR_0001,NORD,RESIDENTIEL,13.69
2024-03-08,RES_NOR_0001,NORD,RESIDENTIEL,15.48
2024-03-09,RES_NOR_0001,NORD,RESIDENTIEL,24.36
2024-03-10,RES_NOR_0001,NORD,RESIDENTIEL,21.36
2024-03-11,RES_NOR_0001,NORD,RESIDENTIEL,15.37
2024-03-12,RES_NOR_0001,NORD,RESIDENTIEL,16.0
2024-03-13,RES_NOR_0001,NORD,RESIDENTIEL,12.81
2024-03-14,RES_NOR_0001,NORD,RESIDENTIEL,14.44
2024-03-15,RES_NOR_0001,NORD,RESIDENTIEL,13.91
2024-03-16,RES_NOR_0001,NORD,RESIDENTIEL,18.03
2024-03-17,RES_NOR_0001,NORD,RESIDENTIEL,17.31
2024-03-18,RES_NOR_0001,NORD,RESIDENTIEL,14.51
2024-03-19,RES_NOR_0001,NORD,RESIDENTIEL,16.05
2024-03-20,RES_NOR_0001,NORD,RESIDENTIEL,16.61
2024-03-21,RES_NOR_0001,NORD,RESIDENTIEL,15.06
2024-03-22,RES_NOR_0001,NORD,RESIDENTIEL,13.6
2024-03-23,RES_NOR_0001,NORD,RESIDENTIEL,20.49
2024-03-24,RES_NOR_0001,NORD,RESIDENTIEL,21.28
2024-03-25,RES_NOR_0001,NORD,RESIDENTIEL,12.32
2024-03-26,RES_NOR_0001,NORD,RESIDENTIEL,16.27
2024-03-27,RES_NOR_0001,NORD,RESIDENTIEL,15.54
2024-03-28,RES_NOR_0001,NORD,RESIDENTIEL,12.61
2024-03-29,RES_NOR_0001,NORD,RESIDENTIEL,19.81
2024-03-30,RES_NOR_0001,NORD,RESIDENTIEL,23.79
2024-01-01,AGR_CEN_0002,CENTRE,AGRICOLE,14.28
2024-01-02,AGR_CEN_0002,CENTRE,AGRICOLE,12.05
2024-01-03,AGR_CEN_0002,CENTRE,AGRICOLE,13.36
2024-01-04,AGR_CEN_0002,CENTRE,AGRICOLE,12.64
2024-01-05,AGR_CEN_0002,CENTRE,AGRICOLE,15.23
2024-01-06,AGR_CEN_0002,CENTRE,AGRICOLE,14.79
2024-01-07,AGR_CEN_0002,CENTRE,AGRICOLE,16.71
2024-01-08,AGR_CEN_0002,CENTRE,AGRICOLE,11.58
2024-01-09,AGR_CEN_0002,CENTRE,AGRICOLE,10.14
2024-01-10,AGR_CEN_0002,CENTRE,AGRICOLE,11.4
2024-01-11,AGR_CEN_0002,CENTRE,AGRICOLE,14.37
2024-01-12,AGR_CEN_0002,CENTRE,AGRICOLE,13.21
2024-01-13,AGR_CEN_0002,CENTRE,AGRICOLE,17.8
2024-01-14,AGR_CEN_0002,CENTRE,AGRICOLE,12.74
2024-01-15,AGR_CEN_0002,CENTRE,AGRICOLE,11.65
2024-01-16,AGR_CEN_0002,CENTRE,AGRICOLE,6.78
2024-01-17,AGR_CEN_0002,CENTRE,AGRICOLE,12.35
2024-01-18,AGR_CEN_0002,CENTRE,AGRICOLE,14.9
2024-01-19,AGR_CEN_0002,CENTRE,AGRICOLE,13.65
2024-01-20,AGR_CEN_0002,CENTRE,AGRICOLE,15.76
2024-01-21,AGR_CEN_0002,CENTRE,AGRICOLE,11.98
2024-01-22,AGR_CEN_0002,CENTRE,AGRICOLE,11.85
2024-01-23,AGR_CEN_0002,CENTRE,AGRICOLE,13.28
2024-01-24,AGR_CEN_0002,CENTRE,AGRICOLE,11.07
2024-01-25,AGR_CEN_0002,CENTRE,AGRICOLE,11.73
2024-01-26,AGR_CEN_0002,CENTRE,AGRICOLE,13.38
2024-01-27,AGR_CEN_0002,CENTRE,AGRICOLE,17.33
2024-01-28,AGR_CEN_0002,CENTRE,AGRICOLE,12.11
2024-01-29,AGR_CEN_0002,CENTRE,AGRICOLE,13.78
2024-01-30,AGR_CEN_0002,CENTRE,AGRICOLE,9.36
2024-01-31,AGR_CEN_0002,CENTRE,AGRICOLE,8.61
2024-02-01,AGR_CEN_0002,CENTRE,AGRICOLE,9.94
2024-02-02,AGR_CEN_0002,CENTRE,AGRICOLE,8.67
2024-02-03,AGR_CEN_0002,CENTRE,AGRICOLE,10.82
2024-02-04,AGR_CEN_0002,CENTRE,AGRICOLE,11.04
2024-02-05,AGR_CEN_0002,CENTRE,AGRICOLE,11.82
2024-02-06,AGR_CEN_0002,CENTRE,AGRICOLE,12.8
2024-02-07,AGR_CEN_0002,CENTRE,AGRICOLE,12.17
2024-02-08,AGR_CEN_0002,CENTRE,AGRICOLE,8.27
2024-02-09,AGR_CEN_0002,CENTRE,AGRICOLE,14.07
2024-02-10,AGR_CEN_0002,CENTRE,AGRICOLE,17.36
2024-02-11,AGR_CEN_0002,CENTRE,AGRICOLE,10.57
2024-02-12,AGR_CEN_0002,CENTRE,AGRICOLE,17.12
2024-02-13,AGR_CEN_0002,CENTRE,AGRICOLE,11.88
2024-02-14,AGR_CEN_0002,CENTRE,AGRICOLE,11.51
2024-02-15,AGR_CEN_0002,CENTRE,AGRICOLE,14.81
2024-02-16,AGR_CEN_0002,CENTRE,AGRICOLE,13.66
2024-02-17,AGR_CEN_0002,CENTRE,AGRICOLE,18.8
2024-02-18,AGR_CEN_0002,CENTRE,AGRICOLE,19.38
2024-02-19,AGR_CEN_0002,CENTRE,AGRICOLE,11.0
2024-02-20,AGR_CEN_0002,CENTRE,AGRICOLE,13.73
2024-02-21,AGR_CEN_0002,CENTRE,AGRICOLE,15.97
2024-02-22,AGR_CEN_0002,CENTRE,AGRICOLE,10.54
2024-02-23,AGR_CEN_0002,CENTRE,AGRICOLE,11.93
2024-02-24,AGR_CEN_0002,CENTRE,AGRICOLE,10.31
2024-02-25,AGR_CEN_0002,CENTRE,AGRICOLE,11.23
2024-02-26,AGR_CEN_0002,CENTRE,AGRICOLE,13.86
2024-02-27,AGR_CEN_0002,CENTRE,AGRICOLE,11.45
2024-02-28,AGR_CEN_0002,CENTRE,AGRICOLE,13.57
2024-02-29,AGR_CEN_0002,CENTRE,AGRICOLE,8.83
2024-03-01,AGR_CEN_0002,CENTRE,AGRICOLE,11.29
2024-03-02,AGR_CEN_0002,CENTRE,AGRICOLE,13.03
2024-03-03,AGR_CEN_0002,CENTRE,AGRICOLE,12.54
2024-03-04,AGR_CEN_0002,CENTRE,AGRICOLE,12.78
2024-03-05,AGR_CEN_0002,CENTRE,AGRICOLE,13.36
2024-03-06,AGR_CEN_0002,CENTRE,AGRICOLE,14.54
2024-03-07,AGR_CEN_0002,CENTRE,AGRICOLE,15.47
2024-03-08,AGR_CEN_0002,CENTRE,AGRICOLE,12.43
2024-03-09,AGR_CEN_0002,CENTRE,AGRICOLE,12.06
2024-03-10,AGR_CEN_0002,CENTRE,AGRICOLE,14.92
2024-03-11,AGR_CEN_0002,CENTRE,AGRICOLE,12.93
2024-03-12,AGR_CEN_0002,CENTRE,AGRICOLE,11.67
2024-03-13,AGR_CEN_0002,CENTRE,AGRICOLE,9.95
2024-03-14,AGR_CEN_0002,CENTRE,AGRICOLE,14.7
2024-03-15,AGR_CEN_0002,CENTRE,AGRICOLE,15.28
2024-03-16,AGR_CEN_0002,CENTRE,AGRICOLE,8.6
2024-03-17,AGR_CEN_0002,CENTRE,AGRICOLE,9.19
2024-03-18,AGR_CEN_0002,CENTRE,AGRICOLE,16.59
2024-03-19,AGR_CEN_0002,CENTRE,AGRICOLE,10.54
2024-03-20,AGR_CEN_0002,CENTRE,AGRICOLE,13.17
2024-03-21,AGR_CEN_0002,CENTRE,AGRICOLE,11.82
2024-03-22,AGR_CEN_0002,CENTRE,AGRICOLE,11.7
2024-03-23,AGR_CEN_0002,CENTRE,AGRICOLE,11.41
2024-03-24,AGR_CEN_0002,CENTRE,AGRICOLE,15.27
2024-03-25,AGR_CEN_0002,CENTRE,AGRICOLE,10.72
2024-03-26,AGR_CEN_0002,CENTRE,AGRICOLE,15.06
2024-03-27,AGR_CEN_0002,CENTRE,AGRICOLE,7.7
2024-03-28,AGR_CEN_0002,CENTRE,AGRICOLE,11.57
2024-03-29,AGR_CEN_0002,CENTRE,AGRICOLE,11.63
2024-03-30,AGR_CEN_0002,CENTRE,AGRICOLE,9.93
2024-01-01,RES_NOR_0003,NORD,RESIDENTIEL,26.75
2024-01-02,RES_NOR_0003,NORD,RESIDENTIEL,25.04
2024-01-03,RES_NOR_0003,NORD,RESIDENTIEL,22.88
2024-01-04,RES_NOR_0003,NORD,RESIDENTIEL,19.93
2024-01-05,RES_NOR_0003,NORD,RESIDENTIEL,20.29
2024-01-06,RES_NOR_0003,NORD,RESIDENTIEL,33.88
2024-01-07,RES_NOR_0003,NORD,RESIDENTIEL,27.99
2024-01-08,RES_NOR_0003,NORD,RESIDENTIEL,23.16
2024-01-09,RES_NOR_0003,NORD,RESIDENTIEL,26.52
2024-01-10,RES_NOR_0003,NORD,RESIDENTIEL,23.58
2024-01-11,RES_NOR_0003,NORD,RESIDENTIEL,26.77
2024-01-12,RES_NOR_0003,NORD,RESIDENTIEL,20.65
2024-01-13,RES_NOR_0003,NORD,RESIDENTIEL,33.0
2024-01-14,RES_NOR_0003,NORD,RESIDENTIEL,30.07
2024-01-15,RES_NOR_0003,NORD,RESIDENTIEL,22.39
2024-01-16,RES_NOR_0003,NORD,RESIDENTIEL,21.98
2024-01-17,RES_NOR_0003,NORD,RESIDENTIEL,23.93
2024-01-18,RES_NOR_0003,NORD,RESIDENTIEL,23.82
2024-01-19,RES_NOR_0003,NORD,RESIDENTIEL,22.63
2024-01-20,RES_NOR_0003,NORD,RESIDENTIEL,35.13
2024-01-21,RES_NOR_0003,NORD,RESIDENTIEL,28.77
2024-01-22,RES_NOR_0003,NORD,RESIDENTIEL,27.05
2024-01-23,RES_NOR_0003,NORD,RESIDENTIEL,27.28
2024-01-24,RES_NOR_0003,NORD,RESIDENTIEL,26.28
2024-01-25,RES_NOR_0003,NORD,RESIDENTIEL,23.6
2024-01-26,RES_NOR_0003,NORD,RESIDENTIEL,20.75
2024-01-27,RES_NOR_0003,NORD,RESIDENTIEL,27.42
2024-01-28,RES_NOR_0003,NORD,RESIDENTIEL,35.33
2024-01-29,RES_NOR_0003,NORD,RESIDENTIEL,26.53
2024-01-30,RES_NOR_0003,NORD,RESIDENTIEL,22.87
2024-01-31,RES_NOR_0003,NORD,RESIDENTIEL,27.04
2024-02-01,RES_NOR_0003,NORD,RESIDENTIEL,21.28
2024-02-02,RES_NOR_0003,NORD,RESIDENTIEL,24.67
2024-02-03,RES_NOR_0003,NORD,RESIDENTIEL,24.92
2024-02-04,RES_NOR_0003,NORD,RESIDENTIEL,32.14
2024-02-05,RES_NOR_0003,NORD,RESIDENTIEL,18.22
2024-02-06,RES_NOR_0003,NORD,RESIDENTIEL,22.52
2024-02-07,RES_NOR_0003,NORD,RESIDENTIEL,22.32
2024-02-08,RES_NOR_0003,NORD,RESIDENTIEL,23.5
2024-02-09,RES_NOR_0003,NORD,RESIDENTIEL,27.57
2024-02-10,RES_NOR_0003,NORD,RESIDENTIEL,32.85
2024-02-11,RES_NOR_0003,NORD,RESIDENTIEL,26.89
2024-02-12,RES_NOR_0003,NORD,RESIDENTIEL,24.38
2024-02-13,RES_NOR_0003,NORD,RESIDENTIEL,24.68
2024-02-14,RES_NOR_0003,NORD,RESIDENTIEL,22.04
2024-02-15,RES_NOR_0003,NORD,RESIDENTIEL,21.8
2024-02-16,RES_NOR_0003,NORD,RESIDENTIEL,19.27
2024-02-17,RES_NOR_0003,NORD,RESIDENTIEL,27.25
2024-02-18,RES_NOR_0003,NORD,RESIDENTIEL,33.01
2024-02-19,RES_NOR_0003,NORD,RESIDENTIEL,22.38
2024-02-20,RES_NOR_0003,NORD,RESIDENTIEL,19.72
2024-02-21,RES_NOR_0003,NORD,RESIDENTIEL,24.97
2024-02-22,RES_NOR_0003,NORD,RESIDENTIEL,20.58
2024-02-23,RES_NOR_0003,NORD,RESIDENTIEL,21.52
2024-02-24,RES_NOR_0003,NORD,RESIDENTIEL,29.63
2024-02-25,RES_NOR_0003,NORD,RESIDENTIEL,25.94
2024-02-26,RES_NOR_0003,NORD,RESIDENTIEL,23.79
2024-02-27,RES_NOR_0003,NORD,RESIDENTIEL,17.95
2024-02-28,RES_NOR_0003,NORD,RESIDENTIEL,23.58
2024-02-29,RES_NOR_0003,NORD,RESIDENTIEL,24.35
2024-03-01,RES_NOR_0003,NORD,RESIDENTIEL,29.25
2024-03-02,RES_NOR_0003,NORD,RESIDENTIEL,30.14
2024-03-03,RES_NOR_0003,NORD,RESIDENTIEL,27.08
2024-03-04,RES_NOR_0003,NORD,RESIDENTIEL,24.49
2024-03-05,RES_NOR_0003,NORD,RESIDENTIEL,19.51
2024-03-06,RES_NOR_0003,NORD,RESIDENTIEL,23.08
2024-03-07,RES_NOR_0003,NORD,RESIDENTIEL,22.43
2024-03-08,RES_NOR_0003,NORD,RESIDENTIEL,28.23
2024-03-09,RES_NOR_0003,NORD,RESIDENTIEL,33.58
2024-03-10,RES_NOR_0003,NORD,RESIDENTIEL,27.19
2024-03-11,RES_NOR_0003,NORD,RESIDENTIEL,23.12
2024-03-12,RES_NOR_0003,NORD,RESIDENTIEL,20.01
2024-03-13,RES_NOR_0003,NORD,RESIDENTIEL,20.59
2024-03-14,RES_NOR_0003,NORD,RESIDENTIEL,23.12
2024-03-15,RES_NOR_0003,NORD,RESIDENTIEL,14.86
2024-03-16,RES_NOR_0003,NORD,RESIDENTIEL,29.3
2024-03-17,RES_NOR_0003,NORD,RESIDENTIEL,31.07
2024-03-18,RES_NOR_0003,NORD,RESIDENTIEL,19.53
2024-03-19,RES_NOR_0003,NORD,RESIDENTIEL,26.73
2024-03-20,RES_NOR_0003,NORD,RESIDENTIEL,23.62
2024-03-21,RES_NOR_0003,NORD,RESIDENTIEL,25.1
2024-03-22,RES_NOR_0003,NORD,RESIDENTIEL,24.19
2024-03-23,RES_NOR_0003,NORD,RESIDENTIEL,29.56
2024-03-24,RES_NOR_0003,NORD,RESIDENTIEL,30.56
2024-03-25,RES_NOR_0003,NORD,RESIDENTIEL,21.1
2024-03-26,RES_NOR_0003,NORD,RESIDENTIEL,20.55
2024-03-27,RES_NOR_0003,NORD,RESIDENTIEL,23.57
2024-03-28,RES_NOR_0003,NORD,RESIDENTIEL,20.96
2024-03-29,RES_NOR_0003,NORD,RESIDENTIEL,22.18
2024-03-30,RES_NOR_0003,NORD,RESIDENTIEL,28.13
2024-01-01,RES_OUE_0004,OUEST,RESIDENTIEL,17.22
2024-01-02,RES_OUE_0004,OUEST,RESIDENTIEL,17.8
2024-01-03,RES_OUE_0004,OUEST,RESIDENTIEL,14.06
2024-01-04,RES_OUE_0004,OUEST,RESIDENTIEL,17.69
2024-01-05,RES_OUE_0004,OUEST,RESIDENTIEL,15.0
2024-01-06,RES_OUE_0004,OUEST,RESIDENTIEL,22.16
2024-01-07,RES_OUE_0004,OUEST,RESIDENTIEL,25.88
2024-01-08,RES_OUE_0004,OUEST,RESIDENTIEL,20.1
2024-01-09,RES_OUE_0004,OUEST,RESIDENTIEL,17.19
2024-01-10,RES_OUE_0004,OUEST,RESIDENTIEL,19.8
2024-01-11,RES_OUE_0004,OUEST,RESIDENTIEL,19.05
2024-01-12,RES_OUE_0004,OUEST,RESIDENTIEL,22.85
2024-01-13,RES_OUE_0004,OUEST,RESIDENTIEL,14.23
2024-01-14,RES_OUE_0004,OUEST,RESIDENTIEL,20.6
2024-01-15,RES_OUE_0004,OUEST,RESIDENTIEL,18.1
2024-01-16,RES_OUE_0004,OUEST,RESIDENTIEL,15.84
2024-01-17,RES_OUE_0004,OUEST,RESIDENTIEL,17.99
2024-01-18,RES_OUE_0004,OUEST,RESIDENTIEL,16.31
2024-01-19,RES_OUE_0004,OUEST,RESIDENTIEL,17.85
2024-01-20,RES_OUE_0004,OUEST,RESIDENTIEL,18.1
2024-01-21,RES_OUE_0004,OUEST,RESIDENTIEL,21.79
2024-01-22,RES_OUE_0004,OUEST,RESIDENTIEL,19.94
2024-01-23,RES_OUE_0004,OUEST,RESIDENTIEL,19.25
2024-01-24,RES_OUE_0004,OUEST,RESIDENTIEL,20.62
2024-01-25,RES_OUE_0004,OUEST,RESIDENTIEL,16.08
2024-01-26,RES_OUE_0004,OUEST,RESIDENTIEL,18.55
2024-01-27,RES_OUE_0004,OUEST,RESIDENTIEL,21.73
2024-01-28,RES_OUE_0004,OUEST,RESIDENTIEL,20.91
2024-01-29,RES_OUE_0004,OUEST,RESIDENTIEL,18.23
2024-01-30,RES_OUE_0004,OUEST,RESIDENTIEL,17.07
2024-01-31,RES_OUE_0004,OUEST,RESIDENTIEL,18.72
2024-02-01,RES_OUE_0004,OUEST,RESIDENTIEL,14.89
