date,feeder_id,region,injection_kwh,total_conso,n_clients
2024-01-28,SUD_F3,SUD,634.6,621.5,19
2024-01-29,SUD_F3,SUD,866.4,821.6,19
2024-01-30,SUD_F3,SUD,847.5,818.4,19
2024-01-31,SUD_F3,SUD,902.3,873.9,19
2024-02-01,SUD_F3,SUD,892.5,845.4,19
2024-02-02,SUD_F3,SUD,892.7,870.0,19
2024-02-03,SUD_F3,SUD,614.0,590.7,19
2024-02-04,SUD_F3,SUD,597.4,564.9,19
2024-02-05,SUD_F3,SUD,859.5,813.7,19
2024-02-06,SUD_F3,SUD,829.5,787.7,19
2024-02-07,SUD_F3,SUD,854.6,833.6,19
2024-02-08,SUD_F3,SUD,853.4,824.0,19
2024-02-09,SUD_F3,SUD,846.9,805.2,19
2024-02-10,SUD_F3,SUD,600.7,582.4,19
2024-02-11,SUD_F3,SUD,617.7,590.5,19
2024-02-12,SUD_F3,SUD,880.5,863.2,19
2024-02-13,SUD_F3,SUD,913.4,875.0,19
2024-02-14,SUD_F3,SUD,877.5,838.8,19
2024-02-15,SUD_F3,SUD,884.2,846.6,19
2024-02-16,SUD_F3,SUD,865.9,846.7,19
2024-02-17,SUD_F3,SUD,603.4,589.2,19
2024-02-18,SUD_F3,SUD,594.0,566.7,19
2024-02-19,SUD_F3,SUD,889.1,862.5,19
2024-02-20,SUD_F3,SUD,840.6,814.5,19
2024-02-21,SUD_F3,SUD,871.1,835.4,19
2024-02-22,SUD_F3,SUD,896.3,845.2,19
2024-02-23,SUD_F3,SUD,868.5,841.7,19
2024-02-24,SUD_F3,SUD,594.3,574.2,19
2024-02-25,SUD_F3,SUD,609.5,584.8,19
2024-02-26,SUD_F3,SUD,867.0,826.5,19
2024-02-27,SUD_F3,SUD,829.5,797.9,19
2024-02-28,SUD_F3,SUD,869.9,831.4,19
2024-02-29,SUD_F3,SUD,849.3,829.8,19
2024-03-01,SUD_F3,SUD,873.2,841.4,19
2024-03-02,SUD_F3,SUD,612.6,579.8,19
2024-03-03,SUD_F3,SUD,637.7,611.5,19
2024-03-04,SUD_F3,SUD,898.7,860.2,19
2024-03-05,SUD_F3,SUD,837.5,793.5,19
2024-03-06,SUD_F3,SUD,833.2,803.4,19
2024-03-07,SUD_F3,SUD,861.1,831.9,19
2024-03-08,SUD_F3,SUD,853.1,819.8,19
2024-03-09,SUD_F3,SUD,615.2,584.2,19
2024-03-10,SUD_F3,SUD,638.3,606.6,19
2024-03-11,SUD_F3,SUD,889.7,854.4,19
2024-03-12,SUD_F3,SUD,872.1,828.9,19
2024-03-13,SUD_F3,SUD,826.4,809.8,19
2024-03-14,SUD_F3,SUD,905.5,856.8,19
2024-03-15,SUD_F3,SUD,884.0,841.1,19
2024-03-16,SUD_F3,SUD,616.7,585.8,19
2024-03-17,SUD_F3,SUD,608.1,586.2,19
2024-03-18,SUD_F3,SUD,865.0,841.6,19
2024-03-19,SUD_F3,SUD,825.8,804.9,19
2024-03-20,SUD_F3,SUD,883.3,864.5,19
2024-03-21,SUD_F3,SUD,873.9,824.7,19
2024-03-22,SUD_F3,SUD,909.9,859.2,19
2024-03-23,SUD_F3,SUD,647.5,611.3,19
2024-03-24,SUD_F3,SUD,601.4,570.1,19
2024-03-25,SUD_F3,SUD,839.9,822.2,19
2024-03-26,SUD_F3,SUD,880.8,832.9,19
2024-03-27,SUD_F3,SUD,885.0,867.5,19
2024-03-28,SUD_F3,SUD,868.5,847.7,19
2024-03-29,SUD_F3,SUD,871.8,834.0,19
2024-03-30,SUD_F3,SUD,605.8,593.0,19
2024-01-01,EST_F1,EST,1355.7,1303.1,21
2024-01-02,EST_F1,EST,1396.6,1368.4,21
2024-01-03,EST_F1,EST,1382.1,1309.9,21
2024-01-04,EST_F1,EST,1380.7,1316.5,21
2024-01-05,EST_F1,EST,1372.7,1318.7,21
2024-01-06,EST_F1,EST,998.2,957.6,21
2024-01-07,EST_F1,EST,972.3,953.5,21
2024-01-08,EST_F1,EST,1340.8,1313.9,21
2024-01-09,EST_F1,EST,1392.3,1336.4,21
2024-01-10,EST_F1,EST,1416.8,1345.9,21
2024-01-11,EST_F1,EST,1405.1,1341.8,21
2024-01-12,EST_F1,EST,1403.2,1360.6,21
2024-01-13,EST_F1,EST,1026.5,982.9,21
2024-01-14,EST_F1,EST,1002.2,946.6,21
2024-01-15,EST_F1,EST,1389.8,1321.5,21
2024-01-16,EST_F1,EST,1394.1,1340.5,21
2024-01-17,EST_F1,EST,1342.3,1307.7,21
2024-01-18,EST_F1,EST,1332.5,1296.2,21
2024-01-19,EST_F1,EST,1395.2,1325.2,21
2024-01-20,EST_F1,EST,979.7,943.0,21
2024-01-21,EST_F1,EST,975.9,937.2,21
2024-01-22,EST_F1,EST,1357.1,1330.3,21
2024-01-23,EST_F1,EST,1346.0,1302.5,21
2024-01-24,EST_F1,EST,1319.9,1287.0,21
2024-01-25,EST_F1,EST,1397.2,1318.2,21
2024-01-26,EST_F1,EST,1441.0,1365.0,21
2024-01-27,EST_F1,EST,968.1,945.0,21
2024-01-28,EST_F1,EST,959.6,939.9,21
2024-01-29,EST_F1,EST,1398.7,1339.2,21
2024-01-30,EST_F1,EST,1352.0,1321.2,21
2024-01-31,EST_F1,EST,1349.4,1317.1,21
2024-02-01,EST_F1,EST,1363.6,1324.5,21
2024-02-02,EST_F1,EST,1409.7,1342.8,21
2024-02-03,EST_F1,EST,986.6,931.1,21
2024-02-04,EST_F1,EST,961.3,928.1,21
2024-02-05,EST_F1,EST,1421.5,1352.2,21
2024-02-06,EST_F1,EST,1373.9,1331.1,21
2024-02-07,EST_F1,EST,1367.9,1329.8,21
2024-02-08,EST_F1,EST,1374.4,1306.3,21
2024-02-09,EST_F1,EST,1386.1,1307.9,21
2024-02-10,EST_F1,EST,998.2,958.7,21
2024-02-11,EST_F1,EST,983.6,941.4,21
2024-02-12,EST_F1,EST,1424.1,1370.2,21
2024-02-13,EST_F1,EST,1334.2,1301.1,21
2024-02-14,EST_F1,EST,1355.2,1309.7,21
2024-02-15,EST_F1,EST,1395.5,1360.4,21
2024-02-16,EST_F1,EST,1379.6,1320.0,21
2024-02-17,EST_F1,EST,985.2,938.8,21
2024-02-18,EST_F1,EST,968.4,937.5,21
2024-02-19,EST_F1,EST,1421.5,1347.7,21
2024-02-20,EST_F1,EST,1402.8,1356.9,21
2024-02-21,EST_F1,EST,1419.5,1366.7,21
2024-02-22,EST_F1,EST,1407.7,1330.9,21
2024-02-23,EST_F1,EST,1380.5,1333.1,21
2024-02-24,EST_F1,EST,986.7,965.0,21
2024-02-25,EST_F1,EST,970.1,940.5,21
2024-02-26,EST_F1,EST,1408.3,1335.0,21
2024-02-27,EST_F1,EST,1401.6,1364.4,21
2024-02-28,EST_F1,EST,1351.1,1316.6,21
2024-02-29,EST_F1,EST,1402.8,1327.1,21
2024-03-01,EST_F1,EST,1380.0,1345.5,21
2024-03-02,EST_F1,EST,963.9,937.7,21
2024-03-03,EST_F1,EST,973.9,938.3,21
2024-03-04,EST_F1,EST,1336.9,1287.2,21
2024-03-05,EST_F1,EST,1399.5,1343.8,21
2024-03-06,EST_F1,EST,1390.2,1358.0,21
2024-03-07,EST_F1,EST,1366.1,1328.4,21
2024-03-08,EST_F1,EST,1348.5,1288.7,21
2024-03-09,EST_F1,EST,977.6,943.4,21
2024-03-10,EST_F1,EST,995.5,947.0,21
2024-03-11,EST_F1,EST,1375.5,1303.6,21
2024-03-12,EST_F1,EST,1389.6,1311.9,21
2024-03-13,EST_F1,EST,1384.0,1344.1,21
2024-03-14,EST_F1,EST,1371.2,1305.1,21
2024-03-15,EST_F1,EST,1349.8,1316.8,21
2024-03-16,EST_F1,EST,974.2,942.7,21
2024-03-17,EST_F1,EST,967.6,930.8,21
2024-03-18,EST_F1,EST,1390.3,1343.4,21
2024-03-19,EST_F1,EST,1363.5,1307.8,21
2024-03-20,EST_F1,EST,1390.8,1338.2,21
2024-03-21,EST_F1,EST,1390.3,1344.1,21
2024-03-22,EST_F1,EST,1366.8,1322.4,21
2024-03-23,EST_F1,EST,984.2,944.5,21
2024-03-24,EST_F1,EST,991.4,956.1,21
2024-03-25,EST_F1,EST,1385.6,1319.5,21
2024-03-26,EST_F1,EST,1324.2,1297.9,21
2024-03-27,EST_F1,EST,1411.4,1341.8,21
2024-03-28,EST_F1,EST,1369.3,1335.7,21
2024-03-29,EST_F1,EST,1359.8,1324.7,21
2024-03-30,EST_F1,EST,1001.3,947.0,21
2024-01-01,EST_F2,EST,1074.4,1041.0,21
2024-01-02,EST_F2,EST,1096.1,1048.8,21
2024-01-03,EST_F2,EST,1106.5,1054.6,21
2024-01-04,EST_F2,EST,1119.2,1069.0,21
2024-01-05,EST_F2,EST,1086.0,1058.5,21
2024-01-06,EST_F2,EST,766.7,729.9,21
2024-01-07,EST_F2,EST,783.5,750.4,21
2024-01-08,EST_F2,EST,1110.9,1073.7,21
2024-01-09,EST_F2,EST,1076.8,1053.7,21
2024-01-10,EST_F2,EST,1082.4,1040.0,21
2024-01-11,EST_F2,EST,1070.0,1016.3,21
2024-01-12,EST_F2,EST,1091.9,1064.2,21
2024-01-13,EST_F2,EST,766.7,727.9,21
2024-01-14,EST_F2,EST,739.6,708.3,21
2024-01-15,EST_F2,EST,1050.7,1021.9,21
2024-01-16,EST_F2,EST,1013.4,957.7,21
2024-01-17,EST_F2,EST,1089.8,1068.5,21
2024-01-18,EST_F2,EST,1102.5,1047.1,21
2024-01-19,EST_F2,EST,1038.3,1001.8,21
2024-01-20,EST_F2,EST,779.0,734.8,21
2024-01-21,EST_F2,EST,769.7,741.8,21
2024-01-22,EST_F2,EST,1058.7,1024.1,21
2024-01-23,EST_F2,EST,1081.6,1035.8,21
2024-01-24,EST_F2,EST,1017.9,988.1,21
2024-01-25,EST_F2,EST,1106.9,1043.5,21
2024-01-26,EST_F2,EST,1096.9,1047.0,21
2024-01-27,EST_F2,EST,769.3,734.9,21
2024-01-28,EST_F2,EST,756.8,721.1,21
2024-01-29,EST_F2,EST,1121.1,1069.9,21
2024-01-30,EST_F2,EST,1093.7,1047.0,21
2024-01-31,EST_F2,EST,1063.9,1031.7,21
2024-02-01,EST_F2,EST,1004.2,968.1,21
2024-02-02,EST_F2,EST,1089.7,1043.7,21
2024-02-03,EST_F2,EST,796.1,762.9,21
2024-02-04,EST_F2,EST,728.5,700.6,21
2024-02-05,EST_F2,EST,1089.6,1043.6,21
2024-02-06,EST_F2,EST,1075.6,1045.8,21
2024-02-07,EST_F2,EST,1083.3,1061.2,21
2024-02-08,EST_F2,EST,1044.6,989.4,21
2024-02-09,EST_F2,EST,1039.8,1005.8,21
2024-02-10,EST_F2,EST,760.5,736.3,21
2024-02-11,EST_F2,EST,756.2,734.9,21
2024-02-12,EST_F2,EST,1059.3,1019.8,21
2024-02-13,EST_F2,EST,1076.6,1042.7,21
2024-02-14,EST_F2,EST,1079.6,1053.7,21
2024-02-15,EST_F2,EST,1100.3,1066.3,21
2024-02-16,EST_F2,EST,1081.6,1032.1,21
2024-02-17,EST_F2,EST,696.4,680.3,21
2024-02-18,EST_F2,EST,775.9,744.8,21
2024-02-19,EST_F2,EST,1104.4,1077.7,21
2024-02-20,EST_F2,EST,1107.9,1065.6,21
2024-02-21,EST_F2,EST,1067.3,1033.7,21
2024-02-22,EST_F2,EST,1008.8,971.4,21
2024-02-23,EST_F2,EST,1140.5,1076.8,21
2024-02-24,EST_F2,EST,720.0,704.9,21
2024-02-25,EST_F2,EST,781.9,756.9,21
2024-02-26,EST_F2,EST,1113.6,1058.1,21
2024-02-27,EST_F2,EST,1041.5,990.1,21
2024-02-28,EST_F2,EST,1134.2,1093.8,21
2024-02-29,EST_F2,EST,1142.5,1099.1,21
2024-03-01,EST_F2,EST,1045.8,989.9,21
2024-03-02,EST_F2,EST,789.4,760.9,21
2024-03-03,EST_F2,EST,762.8,744.0,21
2024-03-04,EST_F2,EST,1111.8,1079.7,21
2024-03-05,EST_F2,EST,1130.4,1076.1,21
2024-03-06,EST_F2,EST,1042.9,993.8,21
2024-03-07,EST_F2,EST,1064.7,1025.0,21
2024-03-08,EST_F2,EST,1086.1,1049.1,21
2024-03-09,EST_F2,EST,781.5,751.3,21
2024-03-10,EST_F2,EST,777.2,751.7,21
2024-03-11,EST_F2,EST,1029.2,984.4,21
2024-03-12,EST_F2,EST,1004.6,975.9,21
2024-03-13,EST_F2,EST,1063.6,1033.3,21
2024-03-14,EST_F2,EST,973.8,944.9,21
2024-03-15,EST_F2,EST,1124.4,1060.3,21
2024-03-16,EST_F2,EST,766.8,729.2,21
2024-03-17,EST_F2,EST,771.1,733.8,21
2024-03-18,EST_F2,EST,999.3,980.5,21
2024-03-19,EST_F2,EST,1047.6,1020.5,21
2024-03-20,EST_F2,EST,1023.7,996.8,21
2024-03-21,EST_F2,EST,1072.5,1029.7,21
2024-03-22,EST_F2,EST,1075.4,1033.8,21
2024-03-23,EST_F2,EST,792.9,763.9,21
2024-03-24,EST_F2,EST,799.9,767.6,21
2024-03-25,EST_F2,EST,1099.5,1058.8,21
2024-03-26,EST_F2,EST,1050.1,1018.7,21
2024-03-27,EST_F2,EST,1035.3,1007.4,21
2024-03-28,EST_F2,EST,1078.4,1044.4,21
2024-03-29,EST_F2,EST,1022.4,972.6,21
2024-03-30,EST_F2,EST,786.3,743.9,21
2024-01-01,EST_F3,EST,1049.0,1005.1,20
2024-01-02,EST_F3,EST,1037.8,986.7,20
2024-01-03,EST_F3,EST,1031.2,993.4,20
2024-01-04,EST_F3,EST,1079.6,1021.9,20
2024-01-05,EST_F3,EST,1057.8,1020.9,20
2024-01-06,EST_F3,EST,709.0,677.5,20
2024-01-07,EST_F3,EST,679.0,653.9,20
2024-01-08,EST_F3,EST,1048.9,998.5,20
2024-01-09,EST_F3,EST,1045.4,1007.4,20
2024-01-10,EST_F3,EST,1064.0,1028.1,20
2024-01-11,EST_F3,EST,1123.5,1075.1,20
2024-01-12,EST_F3,EST,1021.7,1002.4,20
2024-01-13,EST_F3,EST,673.8,640.4,20
2024-01-14,EST_F3,EST,661.4,640.2,20
2024-01-15,EST_F3,EST,1006.3,954.1,20
2024-01-16,EST_F3,EST,1105.8,1042.4,20
2024-01-17,EST_F3,EST,1034.8,1004.6,20
2024-01-18,EST_F3,EST,1064.5,1011.7,20
2024-01-19,EST_F3,EST,1040.8,1011.8,20
2024-01-20,EST_F3,EST,665.4,629.6,20
2024-01-21,EST_F3,EST,705.8,667.8,20
2024-01-22,EST_F3,EST,1093.5,1036.9,20
2024-01-23,EST_F3,EST,1075.7,1048.0,20
2024-01-24,EST_F3,EST,1044.0,1007.7,20
2024-01-25,EST_F3,EST,1046.1,1007.3,20
2024-01-26,EST_F3,EST,1055.6,1003.2,20
2024-01-27,EST_F3,EST,696.0,677.9,20
2024-01-28,EST_F3,EST,716.8,699.8,20
2024-01-29,EST_F3,EST,1036.5,1007.2,20
2024-01-30,EST_F3,EST,1081.9,1029.9,20
2024-01-31,EST_F3,EST,1047.7,1006.2,20
2024-02-01,EST_F3,EST,1081.3,1045.9,20
2024-02-02,EST_F3,EST,1069.7,1016.7,20
2024-02-03,EST_F3,EST,680.6,664.3,20
2024-02-04,EST_F3,EST,714.3,678.1,20
2024-02-05,EST_F3,EST,1052.3,1016.1,20
2024-02-06,EST_F3,EST,1025.7,994.3,20
2024-02-07,EST_F3,EST,1116.8,1055.3,20
2024-02-08,EST_F3,EST,1086.0,1030.8,20
2024-02-09,EST_F3,EST,1096.4,1036.2,20
2024-02-10,EST_F3,EST,707.2,667.3,20
2024-02-11,EST_F3,EST,663.3,648.0,20
2024-02-12,EST_F3,EST,1099.2,1048.8,20
2024-02-13,EST_F3,EST,1052.4,1021.0,20
2024-02-14,EST_F3,EST,1055.3,995.6,20
2024-02-15,EST_F3,EST,945.1,922.6,20
2024-02-16,EST_F3,EST,1035.4,1001.2,20
2024-02-17,EST_F3,EST,679.3,655.9,20
2024-02-18,EST_F3,EST,680.9,658.1,20
2024-02-19,EST_F3,EST,1073.7,1034.5,20
2024-02-20,EST_F3,EST,1066.8,1018.2,20
2024-02-21,EST_F3,EST,1101.9,1070.0,20
2024-02-22,EST_F3,EST,1056.5,1033.0,20
2024-02-23,EST_F3,EST,1057.2,1001.2,20
2024-02-24,EST_F3,EST,688.9,660.9,20
2024-02-25,EST_F3,EST,695.9,679.0,20
2024-02-26,EST_F3,EST,1025.8,980.4,20
2024-02-27,EST_F3,EST,1090.1,1054.6,20
2024-02-28,EST_F3,EST,1058.0,1037.6,20
2024-02-29,EST_F3,EST,1023.5,984.9,20
2024-03-01,EST_F3,EST,1083.1,1050.9,20
2024-03-02,EST_F3,EST,705.7,682.6,20
2024-03-03,EST_F3,EST,695.7,667.5,20
2024-03-04,EST_F3,EST,1089.8,1028.0,20
2024-03-05,EST_F3,EST,1022.5,969.2,20
2024-03-06,EST_F3,EST,1074.1,1015.6,20
2024-03-07,EST_F3,EST,1035.5,1004.7,20
2024-03-08,EST_F3,EST,1029.5,973.2,20
2024-03-09,EST_F3,EST,707.5,670.5,20
2024-03-10,EST_F3,EST,719.7,685.1,20
2024-03-11,EST_F3,EST,1014.3,992.4,20
2024-03-12,EST_F3,EST,1052.9,1029.7,20
2024-03-13,EST_F3,EST,981.2,940.3,20
2024-03-14,EST_F3,EST,1016.8,970.2,20
2024-03-15,EST_F3,EST,1024.0,983.7,20
2024-03-16,EST_F3,EST,665.3,645.8,20
2024-03-17,EST_F3,EST,685.2,670.5,20
2024-03-18,EST_F3,EST,1088.4,1027.1,20
2024-03-19,EST_F3,EST,981.3,948.8,20
2024-03-20,EST_F3,EST,1145.9,1086.0,20
2024-03-21,EST_F3,EST,1079.3,1037.9,20
2024-03-22,EST_F3,EST,1034.9,1013.8,20
2024-03-23,EST_F3,EST,668.7,639.4,20
2024-03-24,EST_F3,EST,684.2,668.0,20
2024-03-25,EST_F3,EST,1039.3,996.3,20
2024-03-26,EST_F3,EST,1067.1,1023.7,20
2024-03-27,EST_F3,EST,1023.4,989.9,20
2024-03-28,EST_F3,EST,1088.1,1050.2,20
2024-03-29,EST_F3,EST,1004.6,984.7,20
2024-03-30,EST_F3,EST,696.5,657.2,20
2024-01-01,OUEST_F1,OUEST,552.1,534.3,18
2024-01-02,OUEST_F1,OUEST,595.6,563.7,18
2024-01-03,OUEST_F1,OUEST,609.1,579.8,18
2024-01-04,OUEST_F1,OUEST,583.8,561.1,18
2024-01-05,OUEST_F1,OUEST,571.9,555.9,18
2024-01-06,OUEST_F1,OUEST,462.8,440.3,18
2024-01-07,OUEST_F1,OUEST,466.1,443.7,18
2024-01-08,OUEST_F1,OUEST,550.2,526.2,18
2024-01-09,OUEST_F1,OUEST,568.6,555.0,18
2024-01-10,OUEST_F1,OUEST,568.5,552.3,18
2024-01-11,OUEST_F1,OUEST,587.8,567.4,18
2024-01-12,OUEST_F1,OUEST,557.9,545.5,18
2024-01-13,OUEST_F1,OUEST,442.8,428.7,18
2024-01-14,OUEST_F1,OUEST,470.6,446.7,18
2024-01-15,OUEST_F1,OUEST,555.3,535.1,18
2024-01-16,OUEST_F1,OUEST,587.2,566.4,18
2024-01-17,OUEST_F1,OUEST,601.4,570.9,18
2024-01-18,OUEST_F1,OUEST,581.6,559.8,18
2024-01-19,OUEST_F1,OUEST,561.5,542.3,18
2024-01-20,OUEST_F1,OUEST,430.4,420.4,18
2024-01-21,OUEST_F1,OUEST,449.9,426.8,18
2024-01-22,OUEST_F1,OUEST,573.7,552.8,18
2024-01-23,OUEST_F1,OUEST,590.7,568.3,18
2024-01-24,OUEST_F1,OUEST,608.1,578.7,18
2024-01-25,OUEST_F1,OUEST,562.4,540.2,18
2024-01-26,OUEST_F1,OUEST,563.4,534.1,18
2024-01-27,OUEST_F1,OUEST,445.9,425.5,18
2024-01-28,OUEST_F1,OUEST,450.3,432.2,18
2024-01-29,OUEST_F1,OUEST,591.5,568.8,18
2024-01-30,OUEST_F1,OUEST,580.5,550.8,18
2024-01-31,OUEST_F1,OUEST,576.1,543.8,18
2024-02-01,OUEST_F1,OUEST,602.2,567.8,18
2024-02-02,OUEST_F1,OUEST,603.5,577.9,18
2024-02-03,OUEST_F1,OUEST,457.6,436.7,18
2024-02-04,OUEST_F1,OUEST,454.1,438.9,18
2024-02-05,OUEST_F1,OUEST,585.4,561.4,18
2024-02-06,OUEST_F1,OUEST,568.2,554.8,18
2024-02-07,OUEST_F1,OUEST,583.6,553.1,18
2024-02-08,OUEST_F1,OUEST,586.9,560.7,18
2024-02-09,OUEST_F1,OUEST,572.4,554.8,18
2024-02-10,OUEST_F1,OUEST,454.4,436.8,18
2024-02-11,OUEST_F1,OUEST,443.6,426.8,18
2024-02-12,OUEST_F1,OUEST,533.4,521.3,18
2024-02-13,OUEST_F1,OUEST,574.2,548.4,18
2024-02-14,OUEST_F1,OUEST,595.2,570.5,18
2024-02-15,OUEST_F1,OUEST,567.4,556.4,18
2024-02-16,OUEST_F1,OUEST,594.3,573.4,18
2024-02-17,OUEST_F1,OUEST,445.5,429.4,18
2024-02-18,OUEST_F1,OUEST,463.7,451.9,18
2024-02-19,OUEST_F1,OUEST,584.0,552.8,18
2024-02-20,OUEST_F1,OUEST,584.8,573.2,18
2024-02-21,OUEST_F1,OUEST,539.7,528.8,18
2024-02-22,OUEST_F1,OUEST,573.7,545.0,18
2024-02-23,OUEST_F1,OUEST,564.2,549.5,18
2024-02-24,OUEST_F1,OUEST,458.4,436.6,18
2024-02-25,OUEST_F1,OUEST,436.0,427.8,18
2024-02-26,OUEST_F1,OUEST,559.8,542.2,18
2024-02-27,OUEST_F1,OUEST,580.5,560.2,18
2024-02-28,OUEST_F1,OUEST,576.9,548.2,18
2024-02-29,OUEST_F1,OUEST,582.7,558.2,18
2024-03-01,OUEST_F1,OUEST,600.6,575.8,18
2024-03-02,OUEST_F1,OUEST,456.3,443.8,18
2024-03-03,OUEST_F1,OUEST,449.8,433.4,18
2024-03-04,OUEST_F1,OUEST,577.2,546.9,18
2024-03-05,OUEST_F1,OUEST,594.7,560.7,18
2024-03-06,OUEST_F1,OUEST,544.8,530.6,18
2024-03-07,OUEST_F1,OUEST,554.2,537.4,18
2024-03-08,OUEST_F1,OUEST,582.9,564.8,18
2024-03-09,OUEST_F1,OUEST,449.1,432.4,18
2024-03-10,OUEST_F1,OUEST,444.8,434.4,18
2024-03-11,OUEST_F1,OUEST,556.0,541.2,18
2024-03-12,OUEST_F1,OUEST,566.7,551.2,18
2024-03-13,OUEST_F1,OUEST,568.8,550.6,18
2024-03-14,OUEST_F1,OUEST,588.4,556.7,18
2024-03-15,OUEST_F1,OUEST,573.9,559.7,18
2024-03-16,OUEST_F1,OUEST,462.7,450.3,18
2024-03-17,OUEST_F1,OUEST,462.2,436.1,18
2024-03-18,OUEST_F1,OUEST,585.1,566.5,18
2024-03-19,OUEST_F1,OUEST,601.1,572.6,18
2024-03-20,OUEST_F1,OUEST,599.7,575.6,18
2024-03-21,OUEST_F1,OUEST,603.4,579.5,18
2024-03-22,OUEST_F1,OUEST,602.2,567.9,18
2024-03-23,OUEST_F1,OUEST,460.0,447.8,18
2024-03-24,OUEST_F1,OUEST,473.1,449.2,18
2024-03-25,OUEST_F1,OUEST,569.5,548.6,18
2024-03-26,OUEST_F1,OUEST,577.4,545.2,18
2024-03-27,OUEST_F1,OUEST,561.3,542.7,18
2024-03-28,OUEST_F1,OUEST,567.6,547.7,18
2024-03-29,OUEST_F1,OUEST,583.0,552.4,18
2024-03-30,OUEST_F1,OUEST,439.8,431.4,18
2024-01-01,OUEST_F2,OUEST,778.9,747.6,18
2024-01-02,OUEST_F2,OUEST,788.3,757.8,18
2024-01-03,OUEST_F2,OUEST,798.2,760.9,18
2024-01-04,OUEST_F2,OUEST,786.3,766.6,18
2024-01-05,OUEST_F2,OUEST,800.2,759.0,18
2024-01-06,OUEST_F2,OUEST,536.3,518.7,18
2024-01-07,OUEST_F2,OUEST,566.8,552.9,18
2024-01-08,OUEST_F2,OUEST,769.1,747.4,18
2024-01-09,OUEST_F2,OUEST,781.1,758.8,18
2024-01-10,OUEST_F2,OUEST,821.4,784.0,18
2024-01-11,OUEST_F2,OUEST,786.0,747.8,18
2024-01-12,OUEST_F2,OUEST,749.2,725.3,18
2024-01-13,OUEST_F2,OUEST,578.9,549.1,18
2024-01-14,OUEST_F2,OUEST,541.9,519.6,18
2024-01-15,OUEST_F2,OUEST,784.4,744.2,18
2024-01-16,OUEST_F2,OUEST,780.9,761.8,18
2024-01-17,OUEST_F2,OUEST,821.2,788.7,18
2024-01-18,OUEST_F2,OUEST,772.4,746.2,18
2024-01-19,OUEST_F2,OUEST,782.6,760.4,18
2024-01-20,OUEST_F2,OUEST,546.3,524.6,18
2024-01-21,OUEST_F2,OUEST,552.4,525.0,18
2024-01-22,OUEST_F2,OUEST,790.9,761.0,18
2024-01-23,OUEST_F2,OUEST,801.6,760.3,18
2024-01-24,OUEST_F2,OUEST,746.8,731.0,18
2024-01-25,OUEST_F2,OUEST,774.1,743.1,18
2024-01-26,OUEST_F2,OUEST,743.4,728.9,18
2024-01-27,OUEST_F2,OUEST,553.4,530.4,18
2024-01-28,OUEST_F2,OUEST,555.7,534.7,18
2024-01-29,OUEST_F2,OUEST,795.5,776.7,18
2024-01-30,OUEST_F2,OUEST,802.4,776.3,18
2024-01-31,OUEST_F2,OUEST,760.6,741.9,18
2024-02-01,OUEST_F2,OUEST,793.4,756.6,18
2024-02-02,OUEST_F2,OUEST,748.6,733.2,18
2024-02-03,OUEST_F2,OUEST,544.6,523.2,18
2024-02-04,OUEST_F2,OUEST,568.1,550.2,18
2024-02-05,OUEST_F2,OUEST,802.7,761.5,18
2024-02-06,OUEST_F2,OUEST,770.2,749.0,18
2024-02-07,OUEST_F2,OUEST,813.0,772.4,18
2024-02-08,OUEST_F2,OUEST,822.5,788.0,18
2024-02-09,OUEST_F2,OUEST,780.4,747.0,18
2024-02-10,OUEST_F2,OUEST,542.1,511.2,18
2024-02-11,OUEST_F2,OUEST,527.7,516.2,18
2024-02-12,OUEST_F2,OUEST,786.6,768.8,18
2024-02-13,OUEST_F2,OUEST,741.4,705.6,18
2024-02-14,OUEST_F2,OUEST,808.7,769.2,18
2024-02-15,OUEST_F2,OUEST,763.9,737.6,18
2024-02-16,OUEST_F2,OUEST,804.4,764.2,18
2024-02-17,OUEST_F2,OUEST,558.6,544.2,18
2024-02-18,OUEST_F2,OUEST,524.7,511.1,18
2024-02-19,OUEST_F2,OUEST,755.2,713.6,18
2024-02-20,OUEST_F2,OUEST,768.5,743.2,18
2024-02-21,OUEST_F2,OUEST,756.7,740.3,18
2024-02-22,OUEST_F2,OUEST,766.2,744.6,18
2024-02-23,OUEST_F2,OUEST,795.3,760.5,18
2024-02-24,OUEST_F2,OUEST,533.4,516.6,18
2024-02-25,OUEST_F2,OUEST,544.0,526.2,18
2024-02-26,OUEST_F2,OUEST,768.9,735.9,18
2024-02-27,OUEST_F2,OUEST,755.3,739.7,18
2024-02-28,OUEST_F2,OUEST,803.9,767.6,18
2024-02-29,OUEST_F2,OUEST,843.3,808.5,18
2024-03-01,OUEST_F2,OUEST,800.8,761.1,18
2024-03-02,OUEST_F2,OUEST,547.2,536.7,18
2024-03-03,OUEST_F2,OUEST,505.0,492.9,18
2024-03-04,OUEST_F2,OUEST,772.5,751.9,18
2024-03-05,OUEST_F2,OUEST,817.3,772.7,18
2024-03-06,OUEST_F2,OUEST,767.8,748.6,18
2024-03-07,OUEST_F2,OUEST,760.2,725.3,18
2024-03-08,OUEST_F2,OUEST,770.0,740.8,18
2024-03-09,OUEST_F2,OUEST,540.3,522.6,18
2024-03-10,OUEST_F2,OUEST,542.9,530.1,18
2024-03-11,OUEST_F2,OUEST,767.3,739.4,18
